timestamp,username,source_ip,auth_result
2025-05-25 09:15:11,alice,10.10.10.5,FAIL
2025-05-25 08:26:12,john,203.0.113.5,FAIL
2025-05-25 08:47:30,alice,172.16.0.1,FAIL
2025-05-25 09:54:08,alice,203.0.113.5,SUCCESS
2025-05-25 09:47:44,jane,172.16.0.1,FAIL
2025-05-25 09:15:11,charlie,192.168.1.20,FAIL
2025-05-25 09:49:23,charlie,192.168.1.20,FAIL
2025-05-25 09:04:10,jane,192.168.1.10,FAIL
2025-05-25 09:21:47,bob,192.168.1.20,FAIL
2025-05-25 09:07:06,alice,172.16.0.1,FAIL
2025-05-25 09:55:06,bob,192.168.1.10,FAIL
2025-05-25 09:54:54,jane,203.0.113.5,FAIL
2025-05-25 08:22:42,john,10.10.10.5,SUCCESS
2025-05-25 08:23:55,alice,172.16.0.1,FAIL
2025-05-25 08:03:24,jane,172.16.0.1,FAIL
2025-05-25 09:10:29,john,172.16.0.1,FAIL
2025-05-25 08:46:15,bob,192.168.1.20,FAIL
2025-05-25 08:53:09,charlie,10.10.10.5,FAIL
2025-05-25 09:15:39,bob,203.0.113.5,FAIL
2025-05-25 08:27:57,john,192.168.1.20,FAIL
2025-05-25 08:38:47,alice,192.168.1.20,FAIL
2025-05-25 09:14:17,charlie,192.168.1.20,FAIL
2025-05-25 08:02:07,alice,172.16.0.1,FAIL
2025-05-25 08:59:21,bob,192.168.1.10,SUCCESS
2025-05-25 09:05:19,john,10.10.10.5,FAIL
2025-05-25 09:04:19,alice,172.16.0.1,FAIL
2025-05-25 09:59:54,alice,203.0.113.5,SUCCESS
2025-05-25 08:24:22,alice,172.16.0.1,FAIL
2025-05-25 09:09:32,bob,172.16.0.1,FAIL
2025-05-25 09:55:21,john,172.16.0.1,FAIL
2025-05-25 08:07:53,bob,192.168.1.10,SUCCESS
2025-05-25 09:22:44,bob,192.168.1.10,SUCCESS
2025-05-25 09:31:25,jane,10.10.10.5,SUCCESS
2025-05-25 09:01:29,charlie,192.168.1.20,FAIL
2025-05-25 08:46:44,charlie,203.0.113.5,FAIL
2025-05-25 09:51:41,john,192.168.1.10,FAIL
2025-05-25 09:16:16,alice,172.16.0.1,FAIL
2025-05-25 08:31:30,alice,192.168.1.10,FAIL
2025-05-25 09:13:29,jane,172.16.0.1,FAIL
2025-05-25 09:46:43,charlie,192.168.1.20,SUCCESS
2025-05-25 09:15:13,jane,192.168.1.10,FAIL
2025-05-25 08:01:41,alice,203.0.113.5,FAIL
2025-05-25 08:33:15,john,10.10.10.5,FAIL
2025-05-25 08:17:50,charlie,10.10.10.5,FAIL
2025-05-25 08:02:49,charlie,10.10.10.5,FAIL
2025-05-25 09:47:22,jane,192.168.1.20,FAIL
2025-05-25 08:49:46,charlie,10.10.10.5,FAIL
2025-05-25 08:40:20,john,192.168.1.20,FAIL
2025-05-25 08:52:30,jane,172.16.0.1,FAIL
2025-05-25 09:06:18,jane,10.10.10.5,FAIL
2025-05-25 09:55:31,jane,203.0.113.5,FAIL
2025-05-25 09:53:40,bob,10.10.10.5,FAIL
2025-05-25 08:37:41,bob,192.168.1.20,FAIL
2025-05-25 09:26:51,john,172.16.0.1,FAIL
2025-05-25 08:30:07,bob,172.16.0.1,FAIL
2025-05-25 09:18:07,charlie,192.168.1.20,FAIL
2025-05-25 08:57:58,john,192.168.1.20,FAIL
2025-05-25 08:18:03,jane,10.10.10.5,FAIL
2025-05-25 08:02:43,bob,192.168.1.20,FAIL
2025-05-25 08:17:25,jane,172.16.0.1,FAIL
2025-05-25 08:24:56,john,192.168.1.10,FAIL
2025-05-25 08:31:20,charlie,172.16.0.1,SUCCESS
2025-05-25 08:11:40,alice,172.16.0.1,FAIL
2025-05-25 08:29:58,charlie,192.168.1.20,FAIL
2025-05-25 08:40:41,bob,10.10.10.5,FAIL
2025-05-25 09:00:46,john,192.168.1.10,FAIL
2025-05-25 09:45:39,jane,192.168.1.20,FAIL
2025-05-25 09:37:22,bob,192.168.1.10,FAIL
2025-05-25 08:14:31,bob,172.16.0.1,FAIL
2025-05-25 09:34:13,john,203.0.113.5,FAIL
2025-05-25 09:29:20,bob,172.16.0.1,FAIL
2025-05-25 09:27:06,alice,172.16.0.1,FAIL
2025-05-25 08:14:58,bob,192.168.1.10,SUCCESS
2025-05-25 09:25:13,jane,203.0.113.5,FAIL
2025-05-25 08:23:59,bob,10.10.10.5,FAIL
2025-05-25 08:57:00,jane,172.16.0.1,FAIL
2025-05-25 08:24:30,jane,192.168.1.10,FAIL
2025-05-25 09:12:44,charlie,10.10.10.5,SUCCESS
2025-05-25 09:45:49,alice,10.10.10.5,FAIL
2025-05-25 08:21:44,bob,192.168.1.10,FAIL
2025-05-25 09:48:23,bob,172.16.0.1,FAIL
2025-05-25 08:32:06,jane,172.16.0.1,FAIL
2025-05-25 09:17:49,alice,192.168.1.10,SUCCESS
2025-05-25 08:17:44,alice,172.16.0.1,FAIL
2025-05-25 08:39:51,john,10.10.10.5,FAIL
2025-05-25 08:46:46,jane,10.10.10.5,FAIL
2025-05-25 09:28:23,bob,192.168.1.20,FAIL
2025-05-25 09:18:59,john,192.168.1.20,FAIL
2025-05-25 08:33:02,alice,192.168.1.10,FAIL
2025-05-25 09:16:38,alice,172.16.0.1,FAIL
2025-05-25 09:20:39,jane,192.168.1.20,FAIL
2025-05-25 09:56:45,john,203.0.113.5,SUCCESS
2025-05-25 09:25:15,charlie,192.168.1.10,FAIL
2025-05-25 09:28:55,bob,172.16.0.1,FAIL
2025-05-25 09:45:51,jane,203.0.113.5,FAIL
2025-05-25 09:17:35,bob,203.0.113.5,SUCCESS
2025-05-25 09:44:36,bob,192.168.1.20,SUCCESS
2025-05-25 09:58:21,alice,192.168.1.20,SUCCESS
2025-05-25 08:15:54,jane,192.168.1.20,SUCCESS
2025-05-25 08:30:40,bob,203.0.113.5,FAIL
2025-05-25 09:15:52,charlie,10.10.10.5,FAIL
2025-05-25 09:46:10,bob,10.10.10.5,FAIL
2025-05-25 08:32:34,jane,172.16.0.1,FAIL
2025-05-25 08:23:27,alice,192.168.1.10,FAIL
2025-05-25 09:07:42,bob,10.10.10.5,FAIL
2025-05-25 08:42:36,jane,172.16.0.1,FAIL
2025-05-25 08:15:08,john,10.10.10.5,FAIL
2025-05-25 08:02:45,jane,10.10.10.5,FAIL
2025-05-25 08:05:56,john,192.168.1.10,FAIL
2025-05-25 08:47:40,charlie,10.10.10.5,SUCCESS
2025-05-25 08:25:55,john,192.168.1.20,SUCCESS
2025-05-25 09:26:14,jane,10.10.10.5,SUCCESS
2025-05-25 09:42:10,charlie,10.10.10.5,FAIL
2025-05-25 08:00:17,jane,203.0.113.5,FAIL
2025-05-25 09:17:46,jane,203.0.113.5,FAIL
2025-05-25 08:21:56,alice,192.168.1.20,FAIL
2025-05-25 09:01:28,bob,192.168.1.10,FAIL
2025-05-25 08:14:25,charlie,10.10.10.5,FAIL
2025-05-25 08:54:51,bob,10.10.10.5,FAIL
2025-05-25 09:25:03,jane,192.168.1.20,FAIL
2025-05-25 09:21:00,jane,10.10.10.5,SUCCESS
2025-05-25 09:36:41,charlie,172.16.0.1,FAIL
2025-05-25 08:17:22,john,172.16.0.1,FAIL
2025-05-25 09:52:51,john,192.168.1.20,FAIL
2025-05-25 09:47:50,jane,192.168.1.10,FAIL
2025-05-25 08:56:28,john,203.0.113.5,FAIL
2025-05-25 09:32:21,jane,203.0.113.5,FAIL
2025-05-25 08:33:04,alice,203.0.113.5,FAIL
2025-05-25 09:26:34,alice,192.168.1.10,FAIL
2025-05-25 09:12:28,alice,203.0.113.5,FAIL
2025-05-25 09:00:44,charlie,192.168.1.20,FAIL
2025-05-25 09:31:09,bob,203.0.113.5,FAIL
2025-05-25 09:38:36,bob,203.0.113.5,FAIL
2025-05-25 08:44:47,alice,192.168.1.20,SUCCESS
2025-05-25 08:09:50,charlie,203.0.113.5,FAIL
2025-05-25 08:41:58,jane,192.168.1.10,FAIL
2025-05-25 09:30:37,jane,192.168.1.20,SUCCESS
2025-05-25 08:50:15,john,172.16.0.1,FAIL
2025-05-25 08:13:37,john,203.0.113.5,SUCCESS
2025-05-25 08:32:27,jane,172.16.0.1,FAIL
2025-05-25 09:53:21,alice,203.0.113.5,FAIL
2025-05-25 08:11:49,alice,172.16.0.1,FAIL
2025-05-25 08:20:59,bob,192.168.1.10,FAIL
2025-05-25 09:13:39,charlie,203.0.113.5,FAIL
2025-05-25 08:38:54,jane,172.16.0.1,FAIL
2025-05-25 09:34:55,bob,192.168.1.20,FAIL
2025-05-25 09:59:32,charlie,10.10.10.5,FAIL
2025-05-25 08:17:14,jane,192.168.1.10,FAIL
2025-05-25 09:20:49,john,203.0.113.5,FAIL
2025-05-25 08:19:14,charlie,192.168.1.10,FAIL
2025-05-25 09:48:17,john,192.168.1.20,FAIL
2025-05-25 09:02:33,alice,192.168.1.10,FAIL
2025-05-25 09:12:10,charlie,172.16.0.1,SUCCESS
2025-05-25 09:00:06,bob,10.10.10.5,FAIL
2025-05-25 08:11:20,alice,203.0.113.5,FAIL
2025-05-25 08:54:34,john,10.10.10.5,FAIL
2025-05-25 08:48:03,john,203.0.113.5,FAIL
2025-05-25 09:36:26,charlie,10.10.10.5,FAIL
2025-05-25 09:21:12,john,192.168.1.10,SUCCESS
2025-05-25 09:31:47,alice,172.16.0.1,FAIL
2025-05-25 08:21:02,alice,172.16.0.1,SUCCESS
2025-05-25 08:59:18,bob,172.16.0.1,FAIL
2025-05-25 09:50:00,alice,10.10.10.5,FAIL
2025-05-25 08:49:08,john,10.10.10.5,FAIL
2025-05-25 08:55:42,charlie,192.168.1.10,SUCCESS
2025-05-25 08:39:56,bob,192.168.1.20,FAIL
2025-05-25 09:51:49,john,203.0.113.5,FAIL
2025-05-25 08:05:15,john,192.168.1.20,FAIL
2025-05-25 09:36:14,jane,192.168.1.10,FAIL
2025-05-25 09:45:03,alice,203.0.113.5,FAIL
2025-05-25 08:15:34,bob,192.168.1.10,FAIL
2025-05-25 09:48:06,jane,192.168.1.20,FAIL
2025-05-25 09:35:45,charlie,203.0.113.5,FAIL
2025-05-25 08:55:10,charlie,192.168.1.20,FAIL
2025-05-25 09:59:21,alice,192.168.1.20,FAIL
2025-05-25 08:36:02,john,192.168.1.20,FAIL
2025-05-25 08:31:35,alice,203.0.113.5,FAIL
2025-05-25 09:00:38,john,10.10.10.5,FAIL
2025-05-25 08:23:26,john,192.168.1.10,FAIL
2025-05-25 09:44:06,alice,172.16.0.1,FAIL
2025-05-25 08:56:03,john,172.16.0.1,FAIL
2025-05-25 08:03:02,alice,192.168.1.10,SUCCESS
2025-05-25 09:30:33,charlie,10.10.10.5,FAIL
2025-05-25 09:16:01,jane,192.168.1.20,SUCCESS
2025-05-25 09:12:51,alice,192.168.1.20,FAIL
2025-05-25 08:20:49,charlie,192.168.1.10,FAIL
2025-05-25 08:27:37,charlie,172.16.0.1,FAIL
2025-05-25 08:23:17,john,203.0.113.5,SUCCESS
2025-05-25 08:55:27,alice,192.168.1.10,FAIL
2025-05-25 09:48:28,bob,10.10.10.5,FAIL
2025-05-25 09:58:03,john,203.0.113.5,FAIL
2025-05-25 08:49:31,john,10.10.10.5,SUCCESS
2025-05-25 08:27:12,jane,203.0.113.5,FAIL
2025-05-25 08:05:20,charlie,10.10.10.5,FAIL
2025-05-25 08:40:56,jane,192.168.1.10,FAIL
2025-05-25 08:43:32,alice,203.0.113.5,FAIL
2025-05-25 09:02:07,charlie,192.168.1.10,FAIL
2025-05-25 09:05:47,jane,10.10.10.5,SUCCESS
2025-05-25 09:25:37,jane,192.168.1.20,SUCCESS
2025-05-25 08:21:30,bob,192.168.1.20,FAIL
2025-05-25 08:20:08,jane,10.10.10.5,FAIL
2025-05-25 08:52:52,charlie,203.0.113.5,FAIL
2025-05-25 09:12:20,jane,172.16.0.1,SUCCESS
2025-05-25 09:12:06,charlie,192.168.1.10,FAIL
2025-05-25 08:26:33,alice,192.168.1.20,FAIL
2025-05-25 08:37:24,bob,192.168.1.10,FAIL
2025-05-25 08:18:26,alice,192.168.1.20,FAIL
2025-05-25 08:45:46,charlie,192.168.1.20,FAIL
2025-05-25 08:49:31,john,192.168.1.10,FAIL
2025-05-25 09:19:48,john,203.0.113.5,FAIL
2025-05-25 08:33:53,john,192.168.1.10,FAIL
2025-05-25 09:04:08,bob,192.168.1.20,FAIL
2025-05-25 09:26:51,alice,192.168.1.10,FAIL
2025-05-25 09:36:47,jane,192.168.1.10,FAIL
2025-05-25 08:55:07,charlie,172.16.0.1,SUCCESS
2025-05-25 09:06:26,alice,192.168.1.10,FAIL
2025-05-25 09:02:09,bob,192.168.1.10,SUCCESS
2025-05-25 08:24:36,bob,192.168.1.10,FAIL
2025-05-25 09:02:20,bob,203.0.113.5,FAIL
2025-05-25 09:18:32,jane,203.0.113.5,FAIL
2025-05-25 08:50:45,jane,203.0.113.5,FAIL
2025-05-25 09:22:06,bob,203.0.113.5,FAIL
2025-05-25 09:00:01,bob,192.168.1.20,FAIL
2025-05-25 09:47:11,alice,172.16.0.1,SUCCESS
2025-05-25 08:35:22,charlie,192.168.1.10,FAIL
2025-05-25 08:16:29,jane,203.0.113.5,FAIL
2025-05-25 09:10:54,john,203.0.113.5,FAIL
2025-05-25 09:20:42,john,192.168.1.20,FAIL
2025-05-25 08:15:40,john,172.16.0.1,FAIL
2025-05-25 09:54:12,charlie,10.10.10.5,SUCCESS
2025-05-25 09:59:31,bob,172.16.0.1,FAIL
2025-05-25 08:16:57,jane,172.16.0.1,FAIL
2025-05-25 08:09:02,john,10.10.10.5,FAIL
2025-05-25 09:38:37,alice,10.10.10.5,FAIL
2025-05-25 09:13:05,john,10.10.10.5,SUCCESS
2025-05-25 08:41:01,jane,192.168.1.10,FAIL
2025-05-25 09:25:15,jane,192.168.1.20,FAIL
2025-05-25 08:32:41,bob,192.168.1.10,FAIL
2025-05-25 09:46:40,john,203.0.113.5,FAIL
2025-05-25 09:43:46,jane,203.0.113.5,FAIL
2025-05-25 08:30:42,alice,172.16.0.1,SUCCESS
2025-05-25 09:48:23,john,203.0.113.5,FAIL
2025-05-25 08:31:04,bob,192.168.1.20,FAIL
2025-05-25 09:04:20,jane,10.10.10.5,FAIL
2025-05-25 09:32:35,charlie,10.10.10.5,FAIL
2025-05-25 09:17:09,alice,203.0.113.5,FAIL
2025-05-25 08:33:43,jane,192.168.1.10,FAIL
2025-05-25 09:24:29,charlie,10.10.10.5,FAIL
2025-05-25 08:59:52,jane,192.168.1.10,FAIL
2025-05-25 09:49:10,jane,10.10.10.5,SUCCESS
2025-05-25 09:31:42,charlie,203.0.113.5,FAIL
2025-05-25 09:36:49,alice,192.168.1.10,FAIL
2025-05-25 09:42:41,alice,192.168.1.20,SUCCESS
2025-05-25 09:42:55,charlie,10.10.10.5,FAIL
2025-05-25 09:02:46,charlie,10.10.10.5,FAIL
2025-05-25 09:13:46,bob,203.0.113.5,FAIL
2025-05-25 09:36:57,jane,10.10.10.5,FAIL
2025-05-25 08:46:41,alice,10.10.10.5,FAIL
2025-05-25 09:36:55,bob,10.10.10.5,FAIL
2025-05-25 09:20:42,jane,192.168.1.10,FAIL
2025-05-25 08:58:14,bob,203.0.113.5,FAIL
2025-05-25 09:24:22,john,203.0.113.5,SUCCESS
2025-05-25 09:33:50,alice,192.168.1.20,FAIL
2025-05-25 09:52:01,john,203.0.113.5,FAIL
2025-05-25 09:40:53,charlie,203.0.113.5,FAIL
2025-05-25 09:26:24,jane,192.168.1.20,FAIL
2025-05-25 08:45:10,bob,203.0.113.5,FAIL
2025-05-25 09:18:16,bob,192.168.1.10,FAIL
2025-05-25 08:04:06,bob,172.16.0.1,SUCCESS
2025-05-25 09:51:54,jane,172.16.0.1,FAIL
2025-05-25 08:56:38,charlie,10.10.10.5,FAIL
2025-05-25 09:58:10,jane,192.168.1.20,FAIL
2025-05-25 08:39:59,john,203.0.113.5,FAIL
2025-05-25 08:30:59,jane,203.0.113.5,SUCCESS
2025-05-25 08:37:01,alice,172.16.0.1,FAIL
2025-05-25 08:38:06,john,10.10.10.5,FAIL
2025-05-25 08:40:44,bob,203.0.113.5,SUCCESS
2025-05-25 09:51:43,charlie,10.10.10.5,FAIL
2025-05-25 08:21:03,jane,192.168.1.20,SUCCESS
2025-05-25 08:16:15,jane,192.168.1.10,FAIL
2025-05-25 09:19:17,bob,192.168.1.10,SUCCESS
2025-05-25 09:30:49,bob,172.16.0.1,FAIL
2025-05-25 08:34:42,charlie,172.16.0.1,FAIL
2025-05-25 09:57:03,charlie,192.168.1.20,FAIL
2025-05-25 09:48:11,bob,10.10.10.5,FAIL
2025-05-25 09:44:52,jane,203.0.113.5,FAIL
2025-05-25 09:44:23,alice,172.16.0.1,FAIL
2025-05-25 08:47:56,charlie,10.10.10.5,FAIL
2025-05-25 09:25:08,john,203.0.113.5,FAIL
2025-05-25 08:43:15,bob,203.0.113.5,FAIL
2025-05-25 08:25:19,jane,203.0.113.5,FAIL
2025-05-25 09:14:31,jane,192.168.1.20,FAIL
2025-05-25 08:11:07,bob,10.10.10.5,FAIL
2025-05-25 08:54:38,alice,172.16.0.1,FAIL
2025-05-25 08:31:34,charlie,10.10.10.5,FAIL
2025-05-25 09:12:16,jane,192.168.1.20,SUCCESS
2025-05-25 08:16:59,charlie,192.168.1.10,FAIL
2025-05-25 08:16:01,bob,192.168.1.10,FAIL
2025-05-25 08:47:07,alice,172.16.0.1,FAIL
2025-05-25 09:25:11,charlie,192.168.1.20,SUCCESS
2025-05-25 08:07:42,bob,203.0.113.5,SUCCESS
2025-05-25 09:22:26,bob,203.0.113.5,FAIL
2025-05-25 08:38:30,john,192.168.1.20,FAIL
2025-05-25 09:24:12,john,172.16.0.1,FAIL
2025-05-25 08:34:43,jane,192.168.1.10,FAIL
2025-05-25 08:45:33,alice,203.0.113.5,FAIL
2025-05-25 08:57:06,bob,192.168.1.20,FAIL
2025-05-25 09:24:17,jane,192.168.1.20,FAIL
2025-05-25 09:10:47,john,192.168.1.10,FAIL
2025-05-25 08:37:54,charlie,10.10.10.5,FAIL
2025-05-25 08:25:06,bob,203.0.113.5,FAIL
2025-05-25 09:41:43,john,172.16.0.1,FAIL
2025-05-25 09:36:15,bob,10.10.10.5,FAIL
2025-05-25 08:39:46,alice,192.168.1.20,FAIL
2025-05-25 08:49:55,alice,203.0.113.5,FAIL
2025-05-25 08:33:08,alice,203.0.113.5,FAIL
2025-05-25 09:30:49,jane,10.10.10.5,FAIL
2025-05-25 08:47:42,jane,192.168.1.20,FAIL
2025-05-25 08:52:04,jane,192.168.1.10,FAIL
2025-05-25 09:13:04,alice,192.168.1.20,FAIL
2025-05-25 09:45:33,charlie,192.168.1.20,FAIL
2025-05-25 08:54:58,jane,192.168.1.10,FAIL
2025-05-25 09:29:40,charlie,192.168.1.20,SUCCESS
2025-05-25 08:36:49,john,192.168.1.20,SUCCESS
2025-05-25 09:02:04,john,172.16.0.1,FAIL
2025-05-25 08:52:53,bob,192.168.1.10,FAIL
2025-05-25 09:03:26,charlie,192.168.1.20,FAIL
2025-05-25 09:51:09,jane,192.168.1.20,FAIL
2025-05-25 08:24:44,bob,10.10.10.5,FAIL
2025-05-25 08:11:32,alice,192.168.1.20,FAIL
2025-05-25 08:01:31,alice,192.168.1.10,FAIL
2025-05-25 09:06:28,john,192.168.1.20,FAIL
2025-05-25 10:00:00,john,192.168.1.20,FAIL
2025-05-25 10:00:01,john,192.168.1.20,FAIL
2025-05-25 10:00:02,john,192.168.1.20,FAIL
2025-05-25 10:00:03,john,192.168.1.20,FAIL
2025-05-25 10:00:04,john,192.168.1.20,FAIL
